product_id,product_name,transport_method,cost_per_unit,fixed_cost,supplier_id
108468525,"Great Value Hydrate Electrolyte Water, 33.8 fl oz, 6 Count",Truck,2.53,25.65,2488
108468525,"Great Value Hydrate Electrolyte Water, 33.8 fl oz, 6 Count",Train,1.85,199.67,2489
108468525,"Great Value Hydrate Electrolyte Water, 33.8 fl oz, 6 Count",Air,7.9,38.27,2490
41862625,"Clear American Sparkling Water, Key Lime 33.8 fl oz",Truck,2.93,182.85,2491
41862625,"Clear American Sparkling Water, Key Lime 33.8 fl oz",Train,2.09,189.81,2492
41862625,"Clear American Sparkling Water, Key Lime 33.8 fl oz",Air,4.4,144.44,2493
10452357,"Clear American Sparkling Water, Strawberry, 33.8 fl oz",Truck,2.59,88.08,2494
10452357,"Clear American Sparkling Water, Strawberry, 33.8 fl oz",Train,1.93,90.55,2495
10452357,"Clear American Sparkling Water, Strawberry, 33.8 fl oz",Air,7.68,66.36,2496
50280115,"Clear American Sparkling Water, Orange & Cream, 33.8 fl oz",Truck,1.32,170.97,2497
50280115,"Clear American Sparkling Water, Orange & Cream, 33.8 fl oz",Train,0.91,143.36,2498
50280115,"Clear American Sparkling Water, Orange & Cream, 33.8 fl oz",Air,7.83,116.78,2499
24360574,"vitaminwater zero xxx, electrolyte enhanced water w/ vitamins, aai-blueberry-pomegranate drinks, 16.9 fl oz, 6 Pack",Truck,1.39,168.43,2500
24360574,"vitaminwater zero xxx, electrolyte enhanced water w/ vitamins, aai-blueberry-pomegranate drinks, 16.9 fl oz, 6 Pack",Train,1.28,65.52,2501
24360574,"vitaminwater zero xxx, electrolyte enhanced water w/ vitamins, aai-blueberry-pomegranate drinks, 16.9 fl oz, 6 Pack",Air,6.15,66.7,2502
42132281,"Clear American Black Cherry Sparkling Water, 12 Fl Oz, 12 Pack Cans",Truck,1.64,170.82,2503
42132281,"Clear American Black Cherry Sparkling Water, 12 Fl Oz, 12 Pack Cans",Train,1.01,128.09,2504
42132281,"Clear American Black Cherry Sparkling Water, 12 Fl Oz, 12 Pack Cans",Air,7.48,131.43,2505
702886274,"Sparkling Ice +Caffeine Black Raspberry Sparkling Water, 16 Fl Oz Can",Truck,1.74,181.63,2506
702886274,"Sparkling Ice +Caffeine Black Raspberry Sparkling Water, 16 Fl Oz Can",Train,1.53,29.89,2507
702886274,"Sparkling Ice +Caffeine Black Raspberry Sparkling Water, 16 Fl Oz Can",Air,9.93,37.66,2508
42068049,"Clear American Strawberry Sparkling Water, 12 Fl Oz, 12 Pack Cans",Truck,1.79,150.67,2509
42068049,"Clear American Strawberry Sparkling Water, 12 Fl Oz, 12 Pack Cans",Train,0.96,72.44,2510
42068049,"Clear American Strawberry Sparkling Water, 12 Fl Oz, 12 Pack Cans",Air,8.07,110.89,2511
613081005,"Great Value Calorie Free Club Soda Cocktail Mixer, 7.5 Oz, 6 Count",Truck,1.39,42.47,2512
613081005,"Great Value Calorie Free Club Soda Cocktail Mixer, 7.5 Oz, 6 Count",Train,2.26,106.16,2513
613081005,"Great Value Calorie Free Club Soda Cocktail Mixer, 7.5 Oz, 6 Count",Air,6.84,148.63,2514
217072817,"LaCroix Sparkling Water, LimonCello 8pk/ 12 fl oz",Truck,1.07,105.52,2515
217072817,"LaCroix Sparkling Water, LimonCello 8pk/ 12 fl oz",Train,2.2,154.01,2516
217072817,"LaCroix Sparkling Water, LimonCello 8pk/ 12 fl oz",Air,7.24,109.49,2517
36333049,"LaCroix Sparkling Water, Lime 8Pk/12Oz",Truck,1.94,124.14,2518
36333049,"LaCroix Sparkling Water, Lime 8Pk/12Oz",Train,0.99,157.41,2519
36333049,"LaCroix Sparkling Water, Lime 8Pk/12Oz",Air,6.05,111.74,2520
16627510,"Schweppes Club Soda, 1 L bottle",Truck,1.48,65.06,2521
16627510,"Schweppes Club Soda, 1 L bottle",Train,1.75,175.2,2522
16627510,"Schweppes Club Soda, 1 L bottle",Air,9.39,131.58,2523
925850848,"AHA Sparkling Water, Pineapple + Passionfruit Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Truck,2.98,159.17,2524
925850848,"AHA Sparkling Water, Pineapple + Passionfruit Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Train,2.46,35.01,2525
925850848,"AHA Sparkling Water, Pineapple + Passionfruit Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Air,7.74,93.48,2526
202482859,"AHA Sparkling Water, Blackberry + Lemon Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Truck,2.28,150.87,2527
202482859,"AHA Sparkling Water, Blackberry + Lemon Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Train,2.5,94.1,2528
202482859,"AHA Sparkling Water, Blackberry + Lemon Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Air,5.44,30.86,2529
948020632,"bubly Blackberry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Truck,2.98,56.1,2530
948020632,"bubly Blackberry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Train,0.87,80.2,2531
948020632,"bubly Blackberry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Air,6.88,135.04,2532
579022868,"bubly Strawberry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Truck,1.79,112.34,2533
579022868,"bubly Strawberry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Train,2.2,41.58,2534
579022868,"bubly Strawberry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Air,7.97,49.41,2535
138409196,"AHA Sparkling Water, Blueberry Pomegranate Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Truck,2.82,34.72,2536
138409196,"AHA Sparkling Water, Blueberry Pomegranate Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Train,1.41,159.18,2537
138409196,"AHA Sparkling Water, Blueberry Pomegranate Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Air,4.31,44.58,2538
45726041,"LaCroix Sparkling Water, Razz- Cranberry 8Pk/12Oz",Truck,2.5,165.6,2539
45726041,"LaCroix Sparkling Water, Razz- Cranberry 8Pk/12Oz",Train,1.63,103.77,2540
45726041,"LaCroix Sparkling Water, Razz- Cranberry 8Pk/12Oz",Air,8.88,168.45,2541
618205718,"Sparkling Ice Variety Pack, 17 Fl Oz, 12 Count (Grape Raspberry, Strawberry Watermelon, Classic Lemonade, Lemon Lime)",Truck,1.8,134.52,2542
618205718,"Sparkling Ice Variety Pack, 17 Fl Oz, 12 Count (Grape Raspberry, Strawberry Watermelon, Classic Lemonade, Lemon Lime)",Train,1.06,112.15,2543
618205718,"Sparkling Ice Variety Pack, 17 Fl Oz, 12 Count (Grape Raspberry, Strawberry Watermelon, Classic Lemonade, Lemon Lime)",Air,5.12,149.28,2544
41578529,"Sparkling Ice Variety Pack, 17 Fl Oz, 12 Count (Black Raspberry, Cherry Limeade, Orange Mango, Kiwi Strawberry)",Truck,1.89,36.53,2545
41578529,"Sparkling Ice Variety Pack, 17 Fl Oz, 12 Count (Black Raspberry, Cherry Limeade, Orange Mango, Kiwi Strawberry)",Train,1.54,74.4,2546
41578529,"Sparkling Ice Variety Pack, 17 Fl Oz, 12 Count (Black Raspberry, Cherry Limeade, Orange Mango, Kiwi Strawberry)",Air,7.47,159.41,2547
133208958,"AHA Sparkling Water, Lime + Watermelon Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Truck,1.26,154.53,2548
133208958,"AHA Sparkling Water, Lime + Watermelon Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Train,2.07,47.32,2549
133208958,"AHA Sparkling Water, Lime + Watermelon Flavored Water, Zero Calories, Sodium Free, No Sweeteners, 12 fl oz, 8 Pack",Air,9.81,102.75,2550
133272692,"Clear American Unsweetened Blackberry Sparkling Water, 12 fl oz, 12 Count",Truck,1.82,177.78,2551
133272692,"Clear American Unsweetened Blackberry Sparkling Water, 12 fl oz, 12 Count",Train,1.65,172.06,2552
133272692,"Clear American Unsweetened Blackberry Sparkling Water, 12 fl oz, 12 Count",Air,8.81,57.29,2553
899967548,"bubly Cherry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Truck,2.59,176.28,2554
899967548,"bubly Cherry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Train,2.31,106.99,2555
899967548,"bubly Cherry Flavored Sparkling Water, 12 oz, 8 Pack Cans",Air,6.33,109.52,2556
220279687,"bubly Lime Flavored Sparkling Water, 12 oz, 8 Pack Cans",Truck,1.76,188.14,2557
220279687,"bubly Lime Flavored Sparkling Water, 12 oz, 8 Pack Cans",Train,1.4,87.7,2558
220279687,"bubly Lime Flavored Sparkling Water, 12 oz, 8 Pack Cans",Air,8.65,59.18,2559
36361306,"Ready-to-Drink - Grapefruit - 12 fl oz (355 mL) - Can - 8 / Pack / Can, 8 / Pack (Quantity)",Truck,2.54,53.4,2560
36361306,"Ready-to-Drink - Grapefruit - 12 fl oz (355 mL) - Can - 8 / Pack / Can, 8 / Pack (Quantity)",Train,1.32,115.96,2561
36361306,"Ready-to-Drink - Grapefruit - 12 fl oz (355 mL) - Can - 8 / Pack / Can, 8 / Pack (Quantity)",Air,5.04,105.86,2562
10448349,"Great Value Sodium Free Seltzer Water, 33.8 fl oz",Truck,1.97,38.43,2563
10448349,"Great Value Sodium Free Seltzer Water, 33.8 fl oz",Train,1.84,29.4,2564
10448349,"Great Value Sodium Free Seltzer Water, 33.8 fl oz",Air,7.32,172.06,2565
45007684,"LaCroix Sparkling Water Curate, Cerise Limn (Cherry Lime) - 8pk/12 fl Oz Cans",Truck,2.37,161.26,2566
45007684,"LaCroix Sparkling Water Curate, Cerise Limn (Cherry Lime) - 8pk/12 fl Oz Cans",Train,1.76,128.81,2567
45007684,"LaCroix Sparkling Water Curate, Cerise Limn (Cherry Lime) - 8pk/12 fl Oz Cans",Air,8.51,111.27,2568
100626168,"Clear American Peach Nectar Sparkling Water, 17 Fl Oz, Bottle",Truck,1.88,162.28,2569
100626168,"Clear American Peach Nectar Sparkling Water, 17 Fl Oz, Bottle",Train,1.55,98.63,2570
100626168,"Clear American Peach Nectar Sparkling Water, 17 Fl Oz, Bottle",Air,6.07,175.37,2571
21268881,"Sparkling Ice Naturally Flavored Sparkling Water, Black Raspberry 17 Fl Oz",Truck,2.43,49.66,2572
21268881,"Sparkling Ice Naturally Flavored Sparkling Water, Black Raspberry 17 Fl Oz",Train,1.69,132.66,2573
21268881,"Sparkling Ice Naturally Flavored Sparkling Water, Black Raspberry 17 Fl Oz",Air,9.59,69.15,2574
20469606,"Sparkling Ice Naturally Flavored Sparkling Water, Coconut Pineapple 17 Fl Oz",Truck,1.33,168.11,2575
20469606,"Sparkling Ice Naturally Flavored Sparkling Water, Coconut Pineapple 17 Fl Oz",Train,2.32,195.85,2576
20469606,"Sparkling Ice Naturally Flavored Sparkling Water, Coconut Pineapple 17 Fl Oz",Air,4.12,173.23,2577
164661614,"LaCroix Sparkling Water Curate, Pina Fraise (Pineapple Strawberry) 8pk/12 fl Oz",Truck,2.44,75.84,2578
164661614,"LaCroix Sparkling Water Curate, Pina Fraise (Pineapple Strawberry) 8pk/12 fl Oz",Train,1.06,111.95,2579
164661614,"LaCroix Sparkling Water Curate, Pina Fraise (Pineapple Strawberry) 8pk/12 fl Oz",Air,9.74,74.31,2580
36334353,"LaCroix Sparkling Water, Coconut - 8pk/12 fl oz",Truck,2.5,183.84,2581
36334353,"LaCroix Sparkling Water, Coconut - 8pk/12 fl oz",Train,1.11,166.81,2582
36334353,"LaCroix Sparkling Water, Coconut - 8pk/12 fl oz",Air,8.29,127.44,2583
21268883,"Sparkling Ice Naturally Flavored Sparkling Water, Kiwi Strawberry 17 Fl Oz",Truck,1.84,43.24,2584
21268883,"Sparkling Ice Naturally Flavored Sparkling Water, Kiwi Strawberry 17 Fl Oz",Train,1.35,35.47,2585
21268883,"Sparkling Ice Naturally Flavored Sparkling Water, Kiwi Strawberry 17 Fl Oz",Air,9.46,195.5,2586
20469607,"Sparkling Ice Naturally Flavored Sparkling Water, Classic Lemonade 17 Fl Oz",Truck,1.33,165.98,2587
20469607,"Sparkling Ice Naturally Flavored Sparkling Water, Classic Lemonade 17 Fl Oz",Train,1.44,97.68,2588
20469607,"Sparkling Ice Naturally Flavored Sparkling Water, Classic Lemonade 17 Fl Oz",Air,8.22,56.05,2589
10448533,"Great Value Low Sodium Club Soda Sparkling Water, 33.8 Fl Oz, 1 single Bottle",Truck,1.53,123.01,2590
10448533,"Great Value Low Sodium Club Soda Sparkling Water, 33.8 Fl Oz, 1 single Bottle",Train,0.91,194.66,2591
10448533,"Great Value Low Sodium Club Soda Sparkling Water, 33.8 Fl Oz, 1 single Bottle",Air,4.7,113.88,2592
37620516,"Topo Chico Sparkling Mineral Water Glass Bottles, 12 fl oz, 12 Pack",Truck,1.84,69.32,2593
37620516,"Topo Chico Sparkling Mineral Water Glass Bottles, 12 fl oz, 12 Pack",Train,1.51,119.32,2594
37620516,"Topo Chico Sparkling Mineral Water Glass Bottles, 12 fl oz, 12 Pack",Air,8.56,91.32,2595
187465445,"Sparkling Ice Naturally Flavored Sparkling Water, Black Raspberry 17 Fl Oz, (Pack of 12)",Truck,2.22,160.46,2596
187465445,"Sparkling Ice Naturally Flavored Sparkling Water, Black Raspberry 17 Fl Oz, (Pack of 12)",Train,0.92,95.44,2597
187465445,"Sparkling Ice Naturally Flavored Sparkling Water, Black Raspberry 17 Fl Oz, (Pack of 12)",Air,9.37,64.07,2598
24034022,"Russell Stover Sugar Free Dark Chocolate Pecan Delight Laydown Bag, 10 oz",Truck,1.73,136.63,2599
24034022,"Russell Stover Sugar Free Dark Chocolate Pecan Delight Laydown Bag, 10 oz",Train,2.4,81.59,2600
24034022,"Russell Stover Sugar Free Dark Chocolate Pecan Delight Laydown Bag, 10 oz",Air,8.75,168.97,2601
10312257,"Lindt EXCELLENCE 85% Cocoa Dark Chocolate Candy Bar, 3.5 oz. Bar",Truck,2.55,80.9,2602
10312257,"Lindt EXCELLENCE 85% Cocoa Dark Chocolate Candy Bar, 3.5 oz. Bar",Train,1.33,55.54,2603
10312257,"Lindt EXCELLENCE 85% Cocoa Dark Chocolate Candy Bar, 3.5 oz. Bar",Air,7.4,35.74,2604
10449277,"Ritter Sport Chocolate, 3.5 Oz",Truck,1.16,191.68,2605
10449277,"Ritter Sport Chocolate, 3.5 Oz",Train,1.77,90.94,2606
10449277,"Ritter Sport Chocolate, 3.5 Oz",Air,9.65,72.99,2607
558560059,REESE'S ORGANIC MILK CHOCOLATE,Truck,2.5,112.08,2608
558560059,REESE'S ORGANIC MILK CHOCOLATE,Train,1.84,175.22,2609
558560059,REESE'S ORGANIC MILK CHOCOLATE,Air,5.35,131.28,2610
901784410,"Hershey's Kisses Special Dark Mildly Sweet Chocolate Candy, 16.1 oz Bag",Truck,1.3,111.02,2611
901784410,"Hershey's Kisses Special Dark Mildly Sweet Chocolate Candy, 16.1 oz Bag",Train,2.46,139.06,2612
901784410,"Hershey's Kisses Special Dark Mildly Sweet Chocolate Candy, 16.1 oz Bag",Air,9.35,111.44,2613
10534239,"Russell Stover Sugar Free Coconut with Stevia  Sweet Coconut in Chocolate Candy, 10 oz. Bag",Truck,1.41,192.27,2614
10534239,"Russell Stover Sugar Free Coconut with Stevia  Sweet Coconut in Chocolate Candy, 10 oz. Bag",Train,1.86,102.32,2615
10534239,"Russell Stover Sugar Free Coconut with Stevia  Sweet Coconut in Chocolate Candy, 10 oz. Bag",Air,5.24,65.26,2616
47929075,"Lily's 70% Cocoa Extra Dark Chocolate Bar, 2.8 oz",Truck,1.91,181.83,2617
47929075,"Lily's 70% Cocoa Extra Dark Chocolate Bar, 2.8 oz",Train,1.94,91.23,2618
47929075,"Lily's 70% Cocoa Extra Dark Chocolate Bar, 2.8 oz",Air,4.34,77.87,2619
479355285,"Hershey's, Special Dark Zero Sugar Chocolate, 5.1 oz, Pouch",Truck,2.57,70.4,2620
479355285,"Hershey's, Special Dark Zero Sugar Chocolate, 5.1 oz, Pouch",Train,2.0,130.53,2621
479355285,"Hershey's, Special Dark Zero Sugar Chocolate, 5.1 oz, Pouch",Air,5.9,85.93,2622
957476987,"Hershey's NUGGETS Special Dark Chocolate Assorted Candy, Big Pack, 15oz Bag",Truck,2.68,79.83,2623
957476987,"Hershey's NUGGETS Special Dark Chocolate Assorted Candy, Big Pack, 15oz Bag",Train,1.83,145.84,2624
957476987,"Hershey's NUGGETS Special Dark Chocolate Assorted Candy, Big Pack, 15oz Bag",Air,6.83,178.36,2625
11047164,"GHIRARDELLI Milk Chocolate Squares with Caramel Filling, 5.32 OZ Bag",Truck,2.57,164.24,2626
11047164,"GHIRARDELLI Milk Chocolate Squares with Caramel Filling, 5.32 OZ Bag",Train,1.13,106.46,2627
11047164,"GHIRARDELLI Milk Chocolate Squares with Caramel Filling, 5.32 OZ Bag",Air,4.87,100.29,2628
269933440,REESE'S DARK CHOCOLATE DIPPED PRETZELS,Truck,1.98,134.45,2629
269933440,REESE'S DARK CHOCOLATE DIPPED PRETZELS,Train,1.58,153.15,2630
269933440,REESE'S DARK CHOCOLATE DIPPED PRETZELS,Air,6.99,148.58,2631
598637256,"Lindt Lindor 70% Extra Dark Chocolate Candy Truffles, 8.5 oz. Bag",Truck,1.66,94.0,2632
598637256,"Lindt Lindor 70% Extra Dark Chocolate Candy Truffles, 8.5 oz. Bag",Train,1.31,43.7,2633
598637256,"Lindt Lindor 70% Extra Dark Chocolate Candy Truffles, 8.5 oz. Bag",Air,7.36,146.26,2634
10312259,"Lindt EXCELLENCE 70% Cocoa Dark Chocolate Candy Bar, 3.5 oz. Bar",Truck,2.51,91.4,2635
10312259,"Lindt EXCELLENCE 70% Cocoa Dark Chocolate Candy Bar, 3.5 oz. Bar",Train,0.88,65.88,2636
10312259,"Lindt EXCELLENCE 70% Cocoa Dark Chocolate Candy Bar, 3.5 oz. Bar",Air,7.41,137.42,2637
158931066,"Hershey's, Organic Milk Chocolate Candy, Individually Wrapped, 1.55 oz, Bar",Truck,1.46,80.69,2638
158931066,"Hershey's, Organic Milk Chocolate Candy, Individually Wrapped, 1.55 oz, Bar",Train,0.84,140.16,2639
158931066,"Hershey's, Organic Milk Chocolate Candy, Individually Wrapped, 1.55 oz, Bar",Air,8.2,141.45,2640
157511515,"Russell Stover Sugar-Free Pecan Delights, Coconut, & Caramel Variety Candy Pack, 10 oz.",Truck,1.16,159.22,2641
157511515,"Russell Stover Sugar-Free Pecan Delights, Coconut, & Caramel Variety Candy Pack, 10 oz.",Train,1.64,21.2,2642
157511515,"Russell Stover Sugar-Free Pecan Delights, Coconut, & Caramel Variety Candy Pack, 10 oz.",Air,6.73,99.78,2643
458900246,"Hu Salty Dark Chocolate, 2.1 oz",Truck,1.37,105.25,2644
458900246,"Hu Salty Dark Chocolate, 2.1 oz",Train,1.76,151.58,2645
458900246,"Hu Salty Dark Chocolate, 2.1 oz",Air,9.41,164.84,2646
247971222,"Russell Stover Sugar Free Assorted Dark Chocolate with Stevia  Truffle, Caramel and Peanut Butter Cups, 9 oz. Bag",Truck,2.56,59.36,2647
247971222,"Russell Stover Sugar Free Assorted Dark Chocolate with Stevia  Truffle, Caramel and Peanut Butter Cups, 9 oz. Bag",Train,2.15,36.96,2648
247971222,"Russell Stover Sugar Free Assorted Dark Chocolate with Stevia  Truffle, Caramel and Peanut Butter Cups, 9 oz. Bag",Air,6.91,127.32,2649
811456723,Dove Promises Variety Pack Milk and Dark Chocolate Candy - 15.8 oz Bag,Truck,1.24,143.45,2650
811456723,Dove Promises Variety Pack Milk and Dark Chocolate Candy - 15.8 oz Bag,Train,1.32,142.23,2651
811456723,Dove Promises Variety Pack Milk and Dark Chocolate Candy - 15.8 oz Bag,Air,5.27,34.01,2652
44805019,"Lindt Lindor Dark Chocolate Candy Truffles, 8.5 oz. Bag",Truck,1.48,166.05,2653
44805019,"Lindt Lindor Dark Chocolate Candy Truffles, 8.5 oz. Bag",Train,1.7,171.51,2654
44805019,"Lindt Lindor Dark Chocolate Candy Truffles, 8.5 oz. Bag",Air,9.52,41.36,2655
33385101,"Chocolove Almonds & Sea Salt in 55% Dark Chocolate, 3.2oz",Truck,2.96,81.77,2656
33385101,"Chocolove Almonds & Sea Salt in 55% Dark Chocolate, 3.2oz",Train,1.39,192.78,2657
33385101,"Chocolove Almonds & Sea Salt in 55% Dark Chocolate, 3.2oz",Air,4.76,151.33,2658
288993864,"Lindt EXCELLENCE 100% Cocoa Dark Chocolate Candy Bar, 1.7 oz. Bar",Truck,1.97,71.37,2659
288993864,"Lindt EXCELLENCE 100% Cocoa Dark Chocolate Candy Bar, 1.7 oz. Bar",Train,1.9,199.52,2660
288993864,"Lindt EXCELLENCE 100% Cocoa Dark Chocolate Candy Bar, 1.7 oz. Bar",Air,5.11,127.61,2661
304728171,"Hu Hazelnut Butter Dark Chocolate, 2.1 oz",Truck,2.61,100.51,2662
304728171,"Hu Hazelnut Butter Dark Chocolate, 2.1 oz",Train,2.11,179.88,2663
304728171,"Hu Hazelnut Butter Dark Chocolate, 2.1 oz",Air,9.59,147.8,2664
867548073,ChocZero - Dark Chocolate Keto Bark Sugar Free Almond - 6 oz.,Truck,1.1,188.27,2665
867548073,ChocZero - Dark Chocolate Keto Bark Sugar Free Almond - 6 oz.,Train,2.01,70.22,2666
867548073,ChocZero - Dark Chocolate Keto Bark Sugar Free Almond - 6 oz.,Air,4.81,191.75,2667
47711435,"Lily's Sweets Sea Salt Extra Dark Chocolate Candy Bar, 2.8 Oz",Truck,2.14,101.29,2668
47711435,"Lily's Sweets Sea Salt Extra Dark Chocolate Candy Bar, 2.8 Oz",Train,1.73,151.65,2669
47711435,"Lily's Sweets Sea Salt Extra Dark Chocolate Candy Bar, 2.8 Oz",Air,9.93,161.66,2670
441963470,"HERSHEY'S, KISSES SPECIAL DARK Mildly Sweet Chocolate Candy, Individually Wrapped, 32.1 oz, Bulk Party Pack",Truck,1.6,117.44,2671
441963470,"HERSHEY'S, KISSES SPECIAL DARK Mildly Sweet Chocolate Candy, Individually Wrapped, 32.1 oz, Bulk Party Pack",Train,1.76,77.04,2672
441963470,"HERSHEY'S, KISSES SPECIAL DARK Mildly Sweet Chocolate Candy, Individually Wrapped, 32.1 oz, Bulk Party Pack",Air,6.67,196.37,2673
212646542,"Simply Gum, Peppermint Sugar Free Gum, Non GMO, Vegan, 15 Pcs, 3 Ct",Truck,2.83,27.46,2674
212646542,"Simply Gum, Peppermint Sugar Free Gum, Non GMO, Vegan, 15 Pcs, 3 Ct",Train,2.11,135.87,2675
212646542,"Simply Gum, Peppermint Sugar Free Gum, Non GMO, Vegan, 15 Pcs, 3 Ct",Air,6.69,70.56,2676
692578791,"Hu Almond Butter + Puffed Quinoa Dark Chocolate, 2.1 oz",Truck,1.16,72.32,2677
692578791,"Hu Almond Butter + Puffed Quinoa Dark Chocolate, 2.1 oz",Train,2.34,36.01,2678
692578791,"Hu Almond Butter + Puffed Quinoa Dark Chocolate, 2.1 oz",Air,9.58,71.32,2679
245861988,"Lindt LINDOR Dark Assorted Chocolate Truffles, 15.2oz",Truck,1.08,59.22,2680
245861988,"Lindt LINDOR Dark Assorted Chocolate Truffles, 15.2oz",Train,1.59,113.09,2681
245861988,"Lindt LINDOR Dark Assorted Chocolate Truffles, 15.2oz",Air,8.65,109.99,2682
37620495,"Ritter Sport Chocolate, Bittersweet with Marzipan, 3.5 oz",Truck,2.57,189.1,2683
37620495,"Ritter Sport Chocolate, Bittersweet with Marzipan, 3.5 oz",Train,2.43,101.83,2684
37620495,"Ritter Sport Chocolate, Bittersweet with Marzipan, 3.5 oz",Air,5.91,177.91,2685
21296149,"Snack Pack Chocolate Pudding Cups, Made with Real Milk, 3.25 oz, 4 Pack",Truck,2.32,177.65,2686
21296149,"Snack Pack Chocolate Pudding Cups, Made with Real Milk, 3.25 oz, 4 Pack",Train,1.85,133.01,2687
21296149,"Snack Pack Chocolate Pudding Cups, Made with Real Milk, 3.25 oz, 4 Pack",Air,8.95,181.63,2688
13812764,"Snack Pack Chocolate Vanilla Pudding Cups, Made with Real Milk, 3.25 oz, 4 Pack",Truck,1.48,126.47,2689
13812764,"Snack Pack Chocolate Vanilla Pudding Cups, Made with Real Milk, 3.25 oz, 4 Pack",Train,1.41,186.74,2690
13812764,"Snack Pack Chocolate Vanilla Pudding Cups, Made with Real Milk, 3.25 oz, 4 Pack",Air,9.16,47.46,2691
21905170,"Jell-O Original Strawberry Cheesecake Pudding Cups Snack, 4 ct Cups",Truck,1.58,97.55,2692
21905170,"Jell-O Original Strawberry Cheesecake Pudding Cups Snack, 4 ct Cups",Train,1.95,72.44,2693
21905170,"Jell-O Original Strawberry Cheesecake Pudding Cups Snack, 4 ct Cups",Air,5.61,152.45,2694
10534206,Winky Gelatin 42 oz (12 pk 3.5 oz),Truck,2.02,91.7,2695
10534206,Winky Gelatin 42 oz (12 pk 3.5 oz),Train,2.48,114.77,2696
10534206,Winky Gelatin 42 oz (12 pk 3.5 oz),Air,6.12,79.17,2697
20554600,"Snack Pack Sugar Free Chocolate Pudding, 3.25 oz, 4 count",Truck,2.88,172.63,2698
20554600,"Snack Pack Sugar Free Chocolate Pudding, 3.25 oz, 4 count",Train,1.11,181.97,2699
20554600,"Snack Pack Sugar Free Chocolate Pudding, 3.25 oz, 4 count",Air,9.91,183.59,2700
20554609,"Snack Pack Strawberry and Orange Juicy Gels, 3.25 oz, 4 count",Truck,1.1,198.46,2701
20554609,"Snack Pack Strawberry and Orange Juicy Gels, 3.25 oz, 4 count",Train,1.51,149.36,2702
20554609,"Snack Pack Strawberry and Orange Juicy Gels, 3.25 oz, 4 count",Air,6.91,122.43,2703
24905773,"Jell-O Original Strawberry Ready-to-Eat Jello Cups Gelatin Snack Value Pack, 8 ct Cups",Truck,1.29,40.93,2704
24905773,"Jell-O Original Strawberry Ready-to-Eat Jello Cups Gelatin Snack Value Pack, 8 ct Cups",Train,1.09,197.25,2705
24905773,"Jell-O Original Strawberry Ready-to-Eat Jello Cups Gelatin Snack Value Pack, 8 ct Cups",Air,8.64,189.8,2706
631219746,"Philadelphia Cheesecake Crumble Strawberry Cheesecake Desserts with Graham Crumble, 2 ct Pack",Truck,2.47,138.08,2707
631219746,"Philadelphia Cheesecake Crumble Strawberry Cheesecake Desserts with Graham Crumble, 2 ct Pack",Train,1.88,136.31,2708
631219746,"Philadelphia Cheesecake Crumble Strawberry Cheesecake Desserts with Graham Crumble, 2 ct Pack",Air,7.52,101.53,2709
21621593,"Jell-O Temptations Lemon Meringue Pie Pudding Cups Snack, 4 ct Cups",Truck,2.29,179.79,2710
21621593,"Jell-O Temptations Lemon Meringue Pie Pudding Cups Snack, 4 ct Cups",Train,0.91,71.64,2711
21621593,"Jell-O Temptations Lemon Meringue Pie Pudding Cups Snack, 4 ct Cups",Air,6.1,154.43,2712
909689973,"Kool-Aid Gels Tropical Punch Jell-O Ready-to-Eat Gelatin Snacks, 4 ct Cups",Truck,2.76,71.6,2713
909689973,"Kool-Aid Gels Tropical Punch Jell-O Ready-to-Eat Gelatin Snacks, 4 ct Cups",Train,2.47,92.23,2714
909689973,"Kool-Aid Gels Tropical Punch Jell-O Ready-to-Eat Gelatin Snacks, 4 ct Cups",Air,5.86,163.31,2715
186107191,"Philadelphia Strawberry Cheesecake Snacks, 2 ct Pack, 3.25 oz Cups",Truck,1.88,92.18,2716
186107191,"Philadelphia Strawberry Cheesecake Snacks, 2 ct Pack, 3.25 oz Cups",Train,2.08,36.86,2717
